-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.234748e+01,1.046031e+01,1.742487e+01,3.525929e+01,4.760363e+00,-1.952324e+00,6.188170e+01,1.577783e+01,-4.810000e+01,-7.500284e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.798942e+01,4.983287e+00,1.399479e+01,2.122276e+01,-4.415185e+00,-6.362200e+00,6.159155e+01,1.827977e+01,-4.014488e+01,-7.550208e+02,0,0
-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.198565e+01,1.084658e+01,1.735902e+01,3.517851e+01,4.763350e+00,-2.078669e+00,6.184298e+01,1.578080e+01,-4.806356e+01,-7.500954e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.750035e+01,5.342171e+00,1.395191e+01,2.122276e+01,-4.415185e+00,-6.362200e+00,6.155244e+01,1.817527e+01,-4.013857e+01,-7.550249e+02,0,0
-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.214560e+01,1.089232e+01,1.738845e+01,3.517851e+01,4.763350e+00,-2.078669e+00,6.142191e+01,1.567948e+01,-4.747497e+01,-7.496901e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.796935e+01,5.108802e+00,1.399308e+01,2.122276e+01,-4.415185e+00,-6.362200e+00,6.193389e+01,1.830135e+01,-4.064150e+01,-7.553119e+02,0,0
-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.202607e+01,1.111425e+01,1.736701e+01,3.517851e+01,4.763350e+00,-2.078669e+00,6.145394e+01,1.568037e+01,-4.750469e+01,-7.497208e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.764939e+01,5.252310e+00,1.396508e+01,2.135826e+01,-4.408630e+00,-6.188550e+00,6.178579e+01,1.815835e+01,-4.045621e+01,-7.552708e+02,0,0
-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.196739e+01,1.109843e+01,1.735616e+01,3.517851e+01,4.763350e+00,-2.078669e+00,6.132697e+01,1.575424e+01,-4.758632e+01,-7.496884e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.767314e+01,5.132307e+00,1.396712e+01,2.135826e+01,-4.408630e+00,-6.188550e+00,6.236690e+01,1.810233e+01,-4.096835e+01,-7.559295e+02,0,0
-1.703329e+01,-7.569086e+00,-5.249157e+00,-1.197543e+01,1.109745e+01,1.647121e+01,3.557507e+01,4.232249e+00,-2.574714e+00,5.911211e+01,1.756488e+01,-4.471440e+01,-7.469137e+02,0,0,-1.703329e+01,7.569086e+00,5.249157e+00,-2.788002e+01,5.230574e+00,1.398536e+01,2.135826e+01,-4.408630e+00,-6.188550e+00,6.246197e+01,1.856680e+01,-4.195255e+01,-7.556990e+02,0,0
-1.694408e+01,-7.378944e+00,-4.456025e+00,-1.132806e+01,1.004744e+01,1.698097e+01,3.605056e+01,4.088466e+00,-1.882076e+00,5.319293e+01,2.503450e+01,-3.979983e+01,-7.413632e+02,0,0,-1.694408e+01,7.378944e+00,4.456025e+00,-2.901818e+01,4.244869e+00,1.607932e+01,1.961306e+01,-2.902024e+00,-6.215616e+00,5.731028e+01,2.429096e+01,-3.428769e+01,-7.475727e+02,0,0
-1.550801e+01,-7.526161e+00,-3.186042e+00,-1.566722e+01,1.070796e+01,2.123995e+01,3.379962e+01,8.443066e+00,-4.824514e-01,5.084667e+01,4.321708e+01,-4.633883e+01,-7.494210e+02,0,0,-1.550801e+01,7.526161e+00,3.186042e+00,-3.035656e+01,6.314728e+00,1.646438e+01,1.893322e+01,8.282093e-02,-6.971372e+00,6.053184e+01,3.155739e+01,-3.545269e+01,-7.481352e+02,0,0
-1.546768e+01,-8.312998e+00,-2.992239e+00,-1.885970e+01,1.312900e+01,2.636096e+01,3.245255e+01,1.502242e+01,1.964256e-01,5.097435e+01,6.789884e+01,-5.543863e+01,-7.575323e+02,0,0,-1.546768e+01,8.312998e+00,2.992239e+00,-3.121447e+01,6.333854e+00,1.967137e+01,1.953366e+01,3.474998e+00,-6.339622e+00,6.911117e+01,3.995820e+01,-4.095524e+01,-7.520506e+02,0,0
-1.482709e+01,-9.084408e+00,-2.790995e+00,-2.194305e+01,1.593786e+01,3.235282e+01,3.382779e+01,2.063168e+01,4.667740e-01,4.748054e+01,9.724184e+01,-6.228367e+01,-7.613870e+02,0,0,-1.482709e+01,9.084408e+00,2.790995e+00,-3.316312e+01,7.628875e+00,2.341092e+01,2.011677e+01,7.909601e+00,-7.114905e+00,7.811202e+01,5.094091e+01,-4.448412e+01,-7.533620e+02,0,0
-1.407802e+01,-9.931536e+00,-2.617218e+00,-2.416184e+01,1.851716e+01,3.609368e+01,3.560036e+01,2.382151e+01,8.262958e-01,4.575217e+01,1.154060e+02,-6.245364e+01,-7.648167e+02,0,0,-1.407802e+01,9.931536e+00,2.617218e+00,-3.392941e+01,8.786041e+00,2.752934e+01,2.159453e+01,1.192943e+01,-8.946346e+00,8.645012e+01,5.847268e+01,-4.468372e+01,-7.549597e+02,0,0
