-2.127339000000000091e+00,1.955602999999999980e+00,-2.949797999999999920e+00,-2.311218999999999824e+01,-1.737581000000000042e+00,3.148104000000000013e+00,1.652535999999999916e+01,5.304053999999999824e+00,-2.520335999999999910e+00,4.859442999999999735e+00,1.254718000000000089e+01,2.570468999999999937e+01,-1.880338999999999885e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.127339000000000091e+00,-1.955602999999999980e+00,2.949797999999999920e+00,-2.121757999999999811e+01,-2.448097999999999885e+00,8.891450999999999105e-01,1.549722000000000044e+01,1.044521999999999951e+00,-1.134349000000000052e+00,-7.829472999999999239e+00,5.752512999999999543e+00,2.380085000000000051e+01,-3.425701999999999998e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.127339000000000091e+00,1.955602999999999980e+00,-2.949797999999999920e+00,-2.318708999999999776e+01,-1.762574000000000085e+00,3.145831000000000266e+00,1.652535999999999916e+01,5.304053999999999824e+00,-2.520335999999999910e+00,4.486488999999999727e+00,1.253565000000000040e+01,2.605267999999999873e+01,-1.877786999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.127339000000000091e+00,-1.955602999999999980e+00,2.949797999999999920e+00,-2.130489999999999995e+01,-2.463662999999999936e+00,8.854142999999999875e-01,1.549722000000000044e+01,1.044521999999999951e+00,-1.134349000000000052e+00,-7.787167000000000172e+00,5.776354000000000433e+00,2.373783999999999850e+01,-3.426308000000000220e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.666503000000000068e+00,1.959113000000000104e+00,-2.956724000000000352e+00,-2.356390999999999991e+01,-2.089534999999999698e+00,3.636824999999999974e+00,1.650157000000000096e+01,5.481361999999999846e+00,-2.009166000000000007e+00,6.925047999999999426e+00,1.259996000000000116e+01,2.358272999999999797e+01,-1.908213000000000079e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.666503000000000068e+00,-1.959113000000000104e+00,2.956724000000000352e+00,-2.197978999999999772e+01,-2.807395999999999781e+00,6.280031999999998726e-01,1.557987999999999928e+01,1.169011000000000022e+00,-7.281676999999999733e-01,-1.296451999999999938e+00,5.778051999999999744e+00,1.715547000000000111e+01,9.003759999999999764e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.666503000000000068e+00,1.959113000000000104e+00,-2.956724000000000352e+00,-2.357718999999999809e+01,-1.956617999999999968e+00,3.636362000000000094e+00,1.650737999999999772e+01,5.285448000000000590e+00,-2.035547999999999913e+00,7.443219999999999281e+00,1.244903000000000048e+01,2.310530999999999935e+01,-1.910143999999999949e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.666503000000000068e+00,-1.959113000000000104e+00,2.956724000000000352e+00,-2.163808999999999827e+01,-2.673359999999999737e+00,1.362787999999999888e+00,1.540390999999999977e+01,1.161141999999999896e+00,-2.970387000000000444e-01,-2.545322000000000084e+00,5.619139999999999802e+00,1.839477000000000118e+01,-1.923802000000000012e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.684591000000000172e+00,1.803959000000000090e+00,-2.417483000000000271e+00,-2.332159000000000049e+01,-2.590278000000000080e+00,3.435905000000000431e+00,1.664877999999999858e+01,4.772268000000000399e+00,-1.870891000000000082e+00,7.891230000000000189e+00,1.201011000000000095e+01,2.278947000000000145e+01,-1.915731000000000108e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.684591000000000172e+00,-1.803959000000000090e+00,2.417483000000000271e+00,-2.190907999999999944e+01,-2.027870999999999757e+00,1.567544000000000048e+00,1.525135000000000041e+01,1.683479999999999865e+00,-4.290630000000000277e-01,-2.337804000000000215e+00,6.144226999999999883e+00,1.803026000000000195e+01,9.538197000000000259e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.684591000000000172e+00,1.803959000000000090e+00,-2.417483000000000271e+00,-2.348048000000000002e+01,-2.772942000000000018e+00,3.429141999999999690e+00,1.664877999999999858e+01,4.772268000000000399e+00,-1.870891000000000082e+00,7.983422000000000018e+00,1.191670000000000051e+01,2.271208999999999989e+01,-1.918877999999999986e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.684591000000000172e+00,-1.803959000000000090e+00,2.417483000000000271e+00,-2.200167000000000073e+01,-2.177782000000000107e+00,2.002120999999999817e+00,1.555504999999999960e+01,1.729331999999999869e+00,-8.222908999999999358e-01,-2.642706000000000000e+00,6.220925000000000260e+00,1.841806000000000054e+01,9.964017999999999375e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.224988000000000188e+00,1.807066999999999757e+00,-2.422947999999999880e+00,-2.375832999999999728e+01,-3.250402999999999931e+00,4.452028000000000318e+00,1.713382000000000005e+01,4.964364999999999917e+00,-1.236912999999999929e+00,1.016241000000000128e+01,1.202663000000000082e+01,2.049059000000000097e+01,-1.935707999999999913e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.224988000000000188e+00,-1.807066999999999757e+00,2.422947999999999880e+00,-2.219552000000000191e+01,-2.526896999999999949e+00,2.552327999999999708e+00,1.547571000000000119e+01,1.838829000000000047e+00,-1.908291000000000293e-01,1.396714999999999929e+00,6.044141999999999904e+00,1.423418999999999990e+01,6.013308999999999571e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.224988000000000188e+00,1.807066999999999757e+00,-2.422947999999999880e+00,-2.339385000000000048e+01,-3.222280000000000033e+00,3.503041999999999767e+00,1.713382000000000005e+01,4.964364999999999917e+00,-1.236912999999999929e+00,9.376683999999999131e+00,1.200549999999999962e+01,2.122419999999999973e+01,-1.927292999999999950e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.224988000000000188e+00,-1.807066999999999757e+00,2.422947999999999880e+00,-2.201715000000000089e+01,-2.386845000000000105e+00,1.606565000000000021e+00,1.604965999999999937e+01,1.332017999999999924e+00,-9.198665000000000314e-02,-7.634688000000000585e-01,6.025545000000000151e+00,1.636237000000000208e+01,7.666707999999999856e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.224988000000000188e+00,1.807066999999999757e+00,-2.422947999999999880e+00,-2.354869000000000057e+01,-3.228669000000000011e+00,4.257939000000000362e+00,1.713382000000000005e+01,4.964364999999999917e+00,-1.236912999999999929e+00,9.789196000000000453e+00,1.200849000000000011e+01,2.083972999999999942e+01,-1.930549000000000035e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.224988000000000188e+00,-1.807066999999999757e+00,2.422947999999999880e+00,-2.167848000000000042e+01,-2.375400999999999652e+00,1.428711000000000064e+00,1.604965999999999937e+01,1.332017999999999924e+00,-9.198665000000000314e-02,-2.223749000000000198e+00,6.117356000000000016e+00,1.780904999999999916e+01,9.469452000000000425e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.691076999999999941e+00,1.408256999999999870e+00,-3.113561999999999941e+00,-2.326787000000000205e+01,-2.476086000000000009e+00,4.053643000000000107e+00,1.757277000000000200e+01,5.444501999999999953e+00,-1.968642999999999921e+00,8.191538000000001318e+00,1.225215000000000032e+01,2.293292999999999893e+01,-1.918917999999999893e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.691076999999999941e+00,-1.408256999999999870e+00,3.113561999999999941e+00,-2.158510000000000062e+01,-2.649745000000000239e+00,5.186180999999999708e-01,1.637937000000000154e+01,5.641423000000000965e-01,-6.951209999999999889e-01,-7.950833000000000261e+00,5.670783000000000129e+00,2.335396000000000072e+01,-1.839524000000000115e+02,0.000000000000000000e+00,0.000000000000000000e+00
